Target,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Scholarship holder,Age at enrollment,Application mode,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Debtor,Displaced,Gender,Curricular units 2nd sem (evaluations)
0,0,-1.9548522619126447,4,0.6067520436914478,1,1,20,1,6,6,0,1,1,8
0,5,0.9619279391810004,5,0.389109961548989,1,1,22,53,8,7,0,1,1,14
2,6,0.2787181623482548,4,0.1960403725516468,1,0,39,39,6,6,0,0,0,6
2,6,0.8887268916632062,6,1.020974070994837,1,1,21,1,6,6,0,1,1,7
2,4,0.686016298537007,6,0.1784885917337065,1,1,19,17,6,6,0,0,0,7
2,6,0.2097402521872565,6,0.1398746739342383,1,1,26,39,7,7,0,0,0,8
2,5,0.3115647862344443,4,0.0907296876440055,1,1,19,18,6,6,0,1,0,11
2,7,0.8605726426179009,11,0.645635988888115,0,1,20,53,9,12,0,1,0,13
1,5,0.4495206065564409,6,0.2035625643307642,1,1,25,17,6,6,0,1,0,10
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,24,43,6,6,0,0,1,6
2,5,0.9684972639582384,4,0.5646277697283913,1,0,20,17,5,5,0,1,1,9
2,6,0.7057242728687207,6,1.196491879174239,1,0,29,39,6,6,0,0,1,7
2,6,0.2130249145758753,6,0.2486957150054674,1,0,20,1,6,6,0,0,1,8
0,2,0.1144850429173062,4,0.0907296876440055,1,0,20,44,6,6,0,1,1,12
2,5,0.6071844012101517,4,0.2697578519869956,1,1,24,39,6,6,0,1,1,8
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,24,39,7,7,1,0,1,7
2,5,0.8324183935725952,5,0.7331248655806175,1,0,23,7,5,5,0,0,1,7
2,8,0.9397564680578224,7,0.6879917149059136,1,0,20,43,8,7,0,1,1,8
2,5,0.6071844012101517,6,0.7451603724272051,1,0,19,17,6,6,0,1,1,8
1,6,0.475797905665393,5,0.3540063999131088,1,0,28,39,6,6,0,0,1,10
2,5,0.5283525038832964,6,0.6582372674240725,1,1,20,44,6,6,0,1,1,9
2,6,0.7761098954819844,6,0.7752491395436738,1,0,18,1,6,6,0,0,1,7
0,0,-1.9548522619126447,1,0.3540063999131088,1,0,20,1,6,6,1,1,1,0
2,5,0.7714175206411001,5,0.8173734135067302,1,0,33,39,5,5,0,1,1,6
1,5,0.1814921556451331,5,0.6362390354655874,1,0,35,39,7,7,0,0,0,9
1,7,0.5001982548379906,7,0.450290454685809,1,0,27,39,8,8,0,0,0,12
0,3,0.4101046578930135,3,0.1433850300978261,0,0,19,17,6,6,0,1,0,12
1,4,0.1144850429173062,4,0.0380743451901848,1,1,31,39,5,5,0,0,0,10
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,19,1,0,0,0,1,1,0
2,12,0.6071844012101517,13,0.7752491395436738,1,0,22,43,12,13,0,1,1,13
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,39,43,8,7,0,0,0,0
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,22,17,6,1,0,1,1,0
1,4,0.5086445295515826,4,-0.0672363397174564,1,0,47,39,5,5,0,0,1,8
2,0,-1.9548522619126447,0,-2.1734500378702823,1,1,19,17,0,0,0,1,1,0
2,6,0.8699573922996694,6,0.6699384546360325,1,0,19,10,6,6,0,1,0,6
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,19,17,8,7,0,1,0,0
2,17,0.9794461385869684,17,0.6465360802121124,1,1,21,1,17,17,0,1,0,18
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,39,7,8,7,0,1,0,0
2,11,0.7221475848118157,12,0.6874902354539729,1,0,19,17,11,12,0,1,1,12
1,0,-1.9548522619126447,0,-2.1734500378702823,1,1,20,1,0,0,0,0,1,0
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,24,39,5,5,1,1,1,5
0,0,-1.9548522619126447,1,-0.0672363397174564,1,0,27,39,5,5,0,1,1,5
2,5,1.0407598365078556,5,1.0279947833220129,1,0,29,39,5,5,0,0,1,5
0,0,-1.9548522619126447,4,0.522503495765335,1,0,20,17,6,6,0,1,1,17
0,4,0.2130249145758753,5,0.1784885917337065,1,0,21,1,5,5,0,0,1,5
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,1,0
2,7,0.5733993023557848,7,0.5285212491886284,1,0,19,1,8,8,0,0,1,9
0,4,0.5283525038832964,6,0.45931708482075,0,0,19,17,6,6,1,0,1,10
2,3,0.4889365552198688,3,-0.0672363397174564,1,1,28,39,5,5,0,0,1,10
2,4,0.6564543370394361,6,0.2486957150054674,0,0,21,15,6,6,0,1,0,10
0,7,0.2777796873800776,7,0.2125891944657044,0,0,23,10,8,8,1,1,0,11
1,3,0.6071844012101517,2,0.5646277697283913,1,0,39,39,6,6,0,0,0,13
2,6,0.6137537259873892,6,0.5716484820555671,1,0,18,17,7,7,0,1,0,7
2,4,0.3608347220637289,6,0.389109961548989,1,0,59,15,6,6,0,0,0,7
1,3,1.1984236311615664,4,0.8805598244513152,1,0,30,7,5,5,1,0,1,10
2,5,0.7254322472004344,5,0.8594976874697869,1,0,18,1,5,5,0,1,0,5
1,6,0.5086445295515826,4,0.4066617423669293,1,0,41,44,7,6,0,0,0,9
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,27,39,7,7,0,1,0,14
2,6,0.4101046578930135,6,0.4944206464566303,1,1,18,1,6,6,0,1,0,6
0,3,0.344411410120634,2,0.3540063999131088,0,0,20,18,6,6,1,1,0,14
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,32,39,5,5,0,0,0,5
0,4,0.1736089659124478,3,0.2837992766413477,1,0,19,17,5,5,0,1,0,10
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,41,39,6,6,0,0,0,0
0,0,-1.9548522619126447,1,-0.0672363397174564,1,0,38,17,5,5,0,0,0,10
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,35,7,6,7,0,0,1,9
0,3,0.4101046578930135,4,0.4066617423669293,1,0,27,39,6,6,0,1,0,16
2,6,0.5086445295515826,4,0.3540063999131088,1,0,19,17,6,6,0,1,0,6
1,5,0.3706887092295859,5,0.4803792218022782,0,0,18,18,6,6,0,0,0,6
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,39,39,5,5,0,0,0,5
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,37,7,5,5,0,0,0,10
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,37,39,8,8,0,0,0,8
2,13,0.4101046578930135,16,0.4988085916611155,1,1,35,43,13,16,0,0,0,13
2,6,0.1473316668034958,10,0.0170122082086566,1,0,49,43,9,13,0,0,0,18
2,12,0.1978649343207109,14,0.0310536328630091,1,0,52,7,12,15,0,0,0,16
2,5,0.6071844012101517,5,0.8454562628154348,1,0,18,1,5,5,0,1,0,8
2,6,0.8699573922996694,6,0.9156633860871956,1,1,30,39,6,7,0,0,0,7
2,8,0.8498388351693779,7,0.5300256875444516,1,0,21,1,8,7,0,1,0,8
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,20,1,5,5,0,1,1,0
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,17,5,5,1,1,1,5
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,19,16,0,0,0,1,1,0
2,8,0.6562079873602896,8,0.6170198354699427,1,0,18,1,8,8,0,1,1,8
1,4,0.5579144653808671,7,0.5345390026119224,1,0,20,15,7,7,0,0,1,7
1,4,0.8535340803565744,5,0.6910005916175608,1,0,21,17,6,6,0,1,0,10
2,5,0.4889365552198688,3,0.7752491395436738,1,1,22,1,5,5,0,1,0,8
1,2,0.2130249145758753,3,0.3540063999131088,0,0,20,44,6,6,1,1,0,11
1,4,0.8042641445272898,6,0.5997313313642716,1,0,20,17,6,6,0,0,0,8
2,6,0.442951281779203,6,0.696266125862943,1,1,19,17,6,6,0,1,0,7
2,8,1.1217815087604568,7,0.954277303886664,1,1,18,17,8,7,0,1,0,9
2,5,0.2918568119027306,4,0.0907296876440055,1,0,21,1,5,5,0,1,1,6
1,2,0.344411410120634,0,-2.1734500378702823,1,0,19,15,7,7,1,0,0,11
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,37,43,6,6,0,0,0,0
1,7,0.7761098954819844,12,0.7752491395436738,1,0,45,1,7,12,0,1,0,12
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,38,39,6,6,1,0,1,10
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,55,39,5,5,0,1,1,5
0,4,0.3608347220637289,5,0.5646277697283913,0,0,28,39,6,6,1,0,0,11
2,5,0.4889365552198688,8,0.4329894135938397,1,0,46,7,9,8,0,0,0,11
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,22,1,0,0,0,1,0,0
0,4,0.7549942086980053,5,0.2276335780239392,1,0,46,39,6,6,0,0,0,9
1,4,0.6071844012101517,4,0.1960403725516468,1,0,28,39,5,5,0,0,0,7
0,3,0.4101046578930135,3,0.5646277697283913,0,0,18,1,5,5,1,1,0,8
1,0,-1.9548522619126447,0,-2.1734500378702823,1,1,18,16,0,0,0,1,1,0
2,6,0.8371107684134794,6,0.6699384546360325,1,1,21,1,6,6,0,1,1,6
1,4,0.2130249145758753,1,0.1433850300978261,1,0,18,16,6,6,0,1,0,11
0,1,0.2130249145758753,0,-2.1734500378702823,1,0,34,43,5,5,0,0,0,10
0,5,0.2524408632393028,5,0.3540063999131088,1,1,21,17,6,6,0,1,0,8
2,6,0.6071844012101517,5,0.5646277697283913,1,1,18,1,6,6,0,1,0,7
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,20,1,0,0,0,1,1,0
1,4,0.459374593722298,4,0.3540063999131088,1,0,18,1,5,5,0,1,0,8
1,3,0.1736089659124478,5,0.1784885917337065,1,0,21,17,5,5,0,1,1,10
0,1,0.4101046578930135,2,0.0380743451901848,1,0,19,17,6,6,0,1,1,11
2,6,0.442951281779203,6,0.4944206464566303,1,0,22,17,6,6,0,1,1,6
0,0,-1.9548522619126447,1,0.1433850300978261,1,0,23,44,6,6,0,0,1,8
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,19,17,0,0,0,1,1,0
1,2,0.0816384190311166,4,0.2486957150054674,1,0,18,1,5,5,0,1,1,12
0,0,-1.9548522619126447,0,-2.1734500378702823,0,1,19,1,0,0,1,1,1,0
1,4,0.3608347220637289,2,0.0380743451901848,1,0,19,17,5,5,0,1,1,5
1,4,0.2130249145758753,4,0.45931708482075,1,0,19,1,5,5,0,0,1,6
1,6,0.5086445295515826,6,0.5295242080925111,1,0,22,1,8,7,0,1,1,12
2,6,1.1984236311615664,6,1.1062255778248322,1,1,18,1,6,6,0,0,1,7
0,5,0.3706887092295859,4,0.3540063999131088,1,0,18,17,6,6,0,1,1,7
0,3,0.2787181623482548,4,0.1960403725516468,1,0,19,17,6,6,1,0,1,6
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,1,0
1,4,0.8535340803565744,6,0.4141839341460468,1,0,21,17,6,6,0,0,1,11
1,3,0.0816384190311166,5,0.1433850300978261,1,0,18,1,6,6,0,1,1,11
2,5,0.7254322472004344,6,0.3840951670295776,1,0,19,44,6,6,0,1,1,11
0,0,-1.9548522619126447,2,0.2486957150054674,0,0,27,39,6,6,1,0,1,7
1,8,0.3361997541490866,11,0.4688907834487169,1,0,20,53,10,12,1,1,1,12
2,6,0.6071844012101517,4,0.5646277697283913,1,0,20,1,6,6,0,1,1,6
2,8,0.5850129300869734,8,0.540932865624172,1,0,18,1,8,8,0,1,1,9
1,5,0.7254322472004344,6,0.4944206464566303,1,0,18,17,6,6,0,1,1,7
2,6,0.5227216540742352,6,0.5295242080925111,1,0,18,1,6,6,0,1,1,7
0,2,0.5086445295515826,3,0.0731779068260651,1,0,18,1,5,5,0,1,1,11
1,5,0.4889365552198688,5,0.5646277697283913,1,0,18,16,5,5,0,1,1,7
2,8,0.4655333357009585,6,0.3504960437495209,1,0,18,17,8,7,0,1,0,12
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,37,39,5,5,0,1,0,5
2,6,0.3115647862344443,6,0.3189028382772284,1,1,36,39,6,6,0,0,0,6
0,2,0.2130249145758753,3,0.4944206464566303,1,0,26,39,6,6,0,1,0,15
2,4,0.9028040161858588,4,0.7225937970898533,1,0,19,1,5,5,0,0,0,8
0,5,0.3706887092295859,5,0.2276335780239392,1,0,24,39,6,6,0,1,0,8
0,6,0.6071844012101517,6,0.5997313313642716,1,1,19,1,6,6,0,1,0,6
2,5,0.3706887092295859,6,0.5295242080925111,1,1,20,42,8,7,0,1,0,8
2,5,0.9028040161858588,6,0.8015768107705842,1,0,19,18,6,6,0,1,0,10
2,5,0.6071844012101517,3,0.2837992766413477,1,0,21,1,5,5,0,1,0,5
0,4,0.2622948504051598,6,-0.0145809972636357,0,0,50,39,7,7,0,0,0,14
0,4,0.3608347220637289,6,0.4623259615323973,1,0,47,39,7,7,0,0,0,15
0,9,0.1035361682885763,10,0.2486957150054674,1,0,24,42,13,13,0,0,0,18
0,0,-1.9548522619126447,1,-0.0672363397174564,0,0,48,39,5,5,0,0,0,5
2,5,0.5633889026952326,6,1.136314344941301,1,1,18,1,6,6,0,1,0,17
0,4,0.2130249145758753,4,0.45931708482075,1,0,32,44,7,6,0,1,1,7
0,4,0.5579144653808671,3,0.3540063999131088,0,0,20,1,5,5,0,1,1,5
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,24,39,5,5,1,0,1,5
2,4,0.3608347220637289,4,0.4066617423669293,1,0,53,39,5,5,0,0,1,8
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,42,39,4,4,1,0,1,4
2,5,0.8436800931907174,5,0.6910005916175608,1,0,52,39,5,5,0,1,1,5
1,11,0.5713517206070357,13,0.6294343450561707,1,0,54,43,11,13,0,0,1,12
2,5,0.3706887092295859,5,0.3961306738761651,1,0,49,39,5,5,0,0,1,9
2,6,0.6728776489825311,6,0.4141839341460468,1,1,18,17,6,6,0,0,1,7
2,4,0.6071844012101517,3,0.3540063999131088,1,0,37,39,5,5,0,1,1,8
2,7,0.3411267477320152,6,0.636840810807917,1,1,21,1,8,7,0,0,1,10
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,26,39,5,5,1,0,1,5
2,11,0.965511207241312,11,0.8326913313114781,1,0,20,1,12,12,0,1,1,12
2,8,0.5896662018041835,7,0.3829668382627099,1,1,19,1,8,7,0,1,0,9
2,6,0.9731896387991228,6,0.8103527011795543,1,0,18,1,6,6,0,1,0,7
2,8,0.9334608651463028,7,0.6759562080593263,1,0,18,17,8,7,0,1,0,9
2,6,0.2130249145758753,5,0.3540063999131088,1,0,20,17,6,6,0,0,0,8
0,1,0.2130249145758753,5,0.2276335780239392,1,0,20,17,6,5,0,1,0,11
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,21,1,0,0,0,1,0,0
2,11,0.9028040161858588,12,0.5470759889104511,1,0,22,1,11,12,0,1,0,16
2,8,0.8806325450626807,7,0.6988988929856338,1,1,18,43,8,7,0,0,0,8
0,7,0.4382589069383187,7,0.5435656327468632,1,0,18,1,8,7,0,1,0,15
2,7,0.8752128521214595,7,0.8510728326771755,1,1,19,1,8,8,0,1,0,8
1,7,0.9056194410903894,7,0.8835687011629622,1,0,19,1,8,8,0,0,0,8
2,7,0.9422199648492864,7,0.9226840984143716,1,0,18,1,8,8,0,1,0,8
1,5,0.8042641445272898,5,1.0279947833220129,1,0,27,7,5,5,0,0,0,6
2,8,1.013661371801749,7,0.5646277697283913,1,1,20,1,8,7,0,1,0,8
0,0,-1.9548522619126447,6,0.6699384546360325,1,0,20,1,6,6,0,1,0,6
2,5,0.5283525038832964,5,0.4242135231848697,1,0,20,1,5,5,0,1,0,7
2,5,0.6071844012101517,5,0.6488763176545045,1,0,19,1,5,5,0,0,0,6
1,2,0.1144850429173062,4,0.3013510574592881,1,0,20,1,5,5,0,0,0,9
2,0,-1.9548522619126447,0,-2.1734500378702823,1,1,20,43,0,0,0,1,0,0
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,20,1,0,0,0,1,0,0
2,7,0.8324183935725952,11,0.9284283175911524,1,0,27,53,9,12,0,1,0,10
2,6,1.1327303833891866,6,1.196491879174239,1,0,18,1,6,6,0,1,0,6
2,8,1.147675597257403,7,1.0164106079821722,1,0,18,1,8,7,0,0,0,8
2,8,1.0161248685932132,7,0.6579029477894444,1,1,18,17,8,7,0,0,0,8
2,4,0.3608347220637289,5,0.8103527011795543,1,0,20,1,5,5,0,0,0,6
1,5,1.001343887844428,6,0.7752491395436738,1,0,19,1,6,6,0,1,0,7
2,6,0.475797905665393,6,0.2135921533695871,1,1,20,17,6,6,0,0,0,6
2,8,0.7572113558103232,8,0.7249632875002753,1,0,18,1,8,8,0,1,0,8
0,5,0.0159451712587371,5,0.2697578519869956,0,0,22,44,9,7,1,0,0,9
2,5,0.6071844012101517,4,0.5119724272745706,1,1,22,17,6,6,1,0,0,8
1,4,0.2130249145758753,4,0.45931708482075,1,0,25,39,5,5,0,0,0,10
2,6,0.8042641445272898,6,1.0506770846867357,1,0,19,1,6,6,0,0,0,9
0,4,0.4101046578930135,5,0.6248053039613295,0,0,21,44,6,6,0,1,0,10
2,8,0.8195925690075117,7,0.934719605260959,1,0,27,39,8,7,0,1,0,9
2,6,0.5611991277694859,6,0.5154827834381585,1,0,18,17,7,7,0,1,0,7
0,0,-1.9548522619126447,5,0.0170122082086566,0,0,18,17,6,5,0,0,0,13
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,19,17,7,7,0,1,1,0
2,5,0.5283525038832964,4,0.0380743451901848,1,1,35,39,5,5,0,0,1,6
2,5,0.686016298537007,4,0.8279044819974947,1,0,23,17,5,5,0,0,1,6
0,0,-1.9548522619126447,3,0.3364546190951684,1,0,28,39,7,7,0,0,1,17
1,2,0.8042641445272898,3,0.0731779068260651,1,0,19,1,5,5,0,1,1,9
1,3,0.5414911534377721,4,0.4066617423669293,1,0,19,1,6,6,0,0,1,10
0,5,0.3312727605661581,4,0.3540063999131088,1,0,20,1,5,5,1,1,1,6
0,4,0.5579144653808671,3,0.1433850300978261,1,0,21,1,5,5,0,1,1,5
2,5,0.6071844012101517,6,0.8103527011795543,1,0,18,17,6,6,0,1,1,8
2,6,1.001343887844428,6,0.9156633860871956,1,0,22,1,6,6,0,1,1,6
2,5,0.4664131559836245,0,-2.1734500378702823,1,0,21,17,5,5,0,1,1,10
0,0,-1.9548522619126447,3,0.4944206464566303,0,0,38,7,5,7,1,0,1,5
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,20,1,0,0,0,1,1,0
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,19,43,0,0,0,1,1,0
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,24,7,5,5,0,0,1,0
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,19,18,6,6,0,1,1,0
2,8,0.8086436943787818,7,0.712062728599089,1,1,19,1,8,7,0,1,1,9
1,4,0.4889365552198688,5,0.3118821259500523,1,0,19,1,5,5,0,0,1,8
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,31,39,5,5,0,0,1,0
2,6,0.6634928993007627,6,0.6348348930001524,1,1,19,17,6,6,0,1,1,7
2,6,0.442951281779203,5,0.2276335780239392,1,0,22,17,6,6,0,1,1,6
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,25,39,5,5,0,0,1,5
0,0,-1.9548522619126447,7,1.196491879174239,1,0,18,1,8,7,0,1,1,9
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,30,7,8,8,0,1,1,8
2,8,1.1262431751716642,8,1.1193518024793916,1,1,18,1,8,8,0,0,1,8
2,6,0.9028040161858588,6,0.7050420162719129,1,0,18,1,6,6,0,1,1,6
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,17,6,6,0,0,1,0
2,6,0.3115647862344443,6,0.45931708482075,1,0,18,1,6,6,0,1,1,7
2,6,0.6071844012101517,6,0.4141839341460468,1,1,25,39,6,6,0,0,1,6
1,3,0.2130249145758753,2,0.7752491395436738,1,0,18,1,5,5,0,0,1,7
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,0,1,0
1,4,0.459374593722298,4,0.0907296876440055,1,0,19,1,5,5,0,1,1,6
0,4,0.631819369124794,4,0.5540967012376271,1,0,25,39,7,7,0,0,1,11
2,6,0.4987905423857255,6,0.4487860163299857,1,0,19,1,7,7,0,1,0,7
1,7,0.4101046578930135,4,0.4066617423669293,1,0,31,44,7,6,0,0,0,9
2,8,0.6823210533498104,8,0.6449271669704676,1,1,20,1,8,8,0,1,0,8
0,5,0.2800320273037022,5,0.3877058190835539,0,0,33,42,6,7,0,1,0,7
1,2,0.3115647862344443,4,0.45931708482075,0,0,24,44,6,6,1,0,0,18
2,6,0.442951281779203,6,0.5119724272745706,1,1,18,17,6,6,0,1,0,10
2,8,0.6746842132962713,8,0.6367655888901256,1,0,19,17,8,8,0,1,0,8
2,6,0.6133431431888121,7,0.8121078792613486,1,1,20,1,8,7,0,1,0,14
1,1,0.0159451712587371,1,-0.0672363397174564,1,1,33,39,8,8,0,0,1,16
0,2,0.9028040161858588,0,-2.1734500378702823,1,0,24,39,5,5,0,0,1,8
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,24,39,5,5,0,0,1,7
2,5,0.4382589069383187,5,0.3540063999131088,1,0,18,17,5,5,0,1,1,8
2,5,0.2918568119027306,6,0.0531187287484192,1,1,18,1,6,6,0,1,0,9
2,12,1.0858066349803444,11,0.807652427207563,1,0,22,51,12,12,0,1,0,20
2,5,0.4889365552198688,6,0.1784885917337065,1,1,18,1,6,6,0,1,0,11
2,17,0.5414911534377721,17,0.3540063999131088,1,0,21,1,17,17,0,1,0,18
0,4,0.4101046578930135,3,0.2135921533695871,1,0,38,39,5,5,0,1,0,9
2,13,0.6775700238234154,16,0.4779013233338635,1,1,29,43,13,16,0,0,0,14
1,4,0.1637549787465907,4,0.3540063999131088,1,1,20,44,6,6,0,1,0,9
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,18,17,6,6,0,1,0,0
2,13,0.5768644406998232,12,0.4066617423669293,1,0,37,43,13,12,0,0,1,13
2,5,0.5677684525467243,5,0.2697578519869956,1,0,20,1,5,5,0,0,1,5
0,3,0.4101046578930135,4,0.5646277697283913,0,0,20,1,5,5,0,1,1,11
0,2,0.5086445295515826,3,0.0731779068260651,1,0,40,39,5,5,1,0,1,5
1,9,0.2130249145758753,9,0.4242135231848697,1,0,44,39,11,11,0,0,1,16
0,3,0.2974876617117917,2,0.1433850300978261,0,0,21,1,5,5,0,0,1,9
2,8,0.631819369124794,6,0.6548940710777983,1,0,21,44,9,7,0,0,1,9
2,8,0.617777437413448,8,0.5759486683559629,1,0,18,1,8,8,0,1,1,10
1,7,0.7549942086980053,6,0.3615285916922261,1,0,18,1,8,7,0,1,1,9
2,6,0.7714175206411001,6,0.8103527011795543,1,0,27,39,6,6,0,0,1,7
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,38,39,6,6,0,0,1,8
0,3,0.5414911534377721,5,0.6910005916175608,1,0,18,18,6,6,0,0,1,13
1,2,0.4101046578930135,5,0.3961306738761651,1,0,19,17,6,6,0,1,1,12
0,5,0.6728776489825311,6,0.7150716053107359,1,0,18,1,6,6,0,1,1,7
0,2,0.0159451712587371,3,0.2837992766413477,0,0,19,43,6,6,1,0,1,11
0,0,-1.9548522619126447,1,0.7752491395436738,0,0,44,39,6,6,1,0,1,6
0,3,0.0159451712587371,4,0.45931708482075,1,0,26,44,6,6,0,1,1,16
0,4,0.3115647862344443,5,0.3189028382772284,0,0,24,43,6,6,1,0,1,11
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,27,39,6,6,0,1,1,8
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,27,39,6,6,1,0,1,0
0,10,0.4889365552198688,13,0.2567965369214398,1,0,25,43,15,17,0,1,1,15
1,4,0.459374593722298,7,0.2035625643307642,1,0,21,44,8,9,0,1,1,15
2,0,-1.9548522619126447,0,-2.1734500378702823,1,1,19,1,0,0,0,1,1,0
1,4,0.4101046578930135,5,0.3118821259500523,1,0,20,17,6,6,0,1,1,9
1,2,0.1144850429173062,0,-2.1734500378702823,1,0,20,44,5,5,0,0,1,12
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,20,17,5,5,1,1,1,5
1,5,0.8436800931907174,5,0.8173734135067302,0,1,18,1,5,5,0,0,1,5
1,10,0.4638536787976873,10,0.5014413587838064,1,0,19,17,11,12,1,0,1,16
0,0,-1.9548522619126447,3,0.4944206464566303,0,0,22,44,6,6,0,1,0,7
2,6,1.001343887844428,6,0.8655154408930806,1,0,19,1,6,6,0,1,0,8
2,7,0.5283525038832964,7,0.5893005587638955,1,1,18,1,8,7,0,1,0,9
2,6,0.3772580340068238,6,0.4944206464566303,1,0,20,1,6,6,1,1,0,7
0,0,-1.9548522619126447,0,-2.1734500378702823,1,1,18,17,0,0,0,1,0,0
2,6,1.1984236311615664,6,1.0460480435918946,1,0,36,39,6,6,0,0,1,6
2,4,0.2622948504051598,3,0.0380743451901848,1,0,19,15,5,5,1,0,1,8
2,9,0.5283525038832964,11,0.4880381807046522,1,1,21,53,9,11,0,0,1,11
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,26,1,5,5,0,1,0,0
0,1,0.8042641445272898,3,0.8454562628154348,0,0,29,39,7,9,1,0,0,8
1,6,0.7385708967549104,8,1.0121981805858669,0,0,26,44,6,8,0,0,1,12
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,27,7,8,7,0,0,1,0
1,3,0.0816384190311166,3,0.3540063999131088,1,0,32,51,8,7,1,0,1,10
1,5,0.4101046578930135,4,0.8279044819974947,1,1,23,16,6,6,0,1,0,8
1,4,0.0159451712587371,2,0.0380743451901848,1,0,24,39,5,5,0,0,0,9
2,6,0.8887268916632062,6,0.6699384546360325,1,1,19,1,6,6,0,1,0,7
1,4,0.4101046578930135,5,0.2837992766413477,1,0,25,42,6,6,0,1,1,11
1,3,0.0159451712587371,5,0.1012607561347698,1,0,19,17,6,6,0,1,1,12
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,20,1,4,4,0,0,1,8
2,7,0.2974876617117917,9,0.522503495765335,1,0,33,1,7,9,0,0,1,9
0,5,0.4101046578930135,5,0.1012607561347698,1,0,35,39,5,5,1,0,1,7
2,4,0.2130249145758753,4,0.2276335780239392,1,0,23,1,5,5,0,1,1,7
2,8,0.9028040161858588,7,0.7174787066800536,1,0,19,1,8,7,0,1,1,8
1,5,0.459374593722298,5,0.522503495765335,1,0,21,1,6,6,0,0,1,9
2,6,0.2458715384620648,6,0.6699384546360325,1,1,21,1,6,6,0,1,1,6
0,7,1.1136793415351969,7,1.1059246901536677,1,0,27,39,8,8,0,0,1,8
1,2,0.4101046578930135,4,0.1433850300978261,1,0,19,17,5,5,1,1,1,13
0,8,1.180905431755598,7,0.7993201532368489,1,0,28,7,8,7,0,0,1,9
1,4,0.3115647862344443,3,0.1433850300978261,1,0,25,43,5,5,0,0,1,12
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,42,39,6,6,0,0,1,0
2,4,0.7549942086980053,4,0.6699384546360325,1,0,27,7,5,5,0,0,1,6
0,0,-1.9548522619126447,4,0.1960403725516468,1,0,23,1,6,6,0,1,1,10
2,6,0.2787181623482548,6,0.3840951670295776,1,1,18,17,6,6,0,1,1,8
2,7,0.6221061532041635,7,0.5805748163001199,1,0,26,39,8,8,0,0,1,8
